StationID	Facility	URL	Phone	Office Div	Location 1	Address	Lat	Lon
565 GE	Robeson County CBOC 	http://www.fayettevillenc.va.gov/locations/robeson.asp	910-272-3220	Veterans Health Administration: VISN 6: VA Mid-Atlantic Health Care Network	"139 Three Hunts Drive
Pembroke, NC 28372
(34.64738092100049, -79.16975065699967)"	"139 Three Hunts Drive
Pembroke, NC 28372
"	34.647380921	-79.169750657
637GB	Rutherford County CBOC 	http://www.asheville.va.gov/locations/rutherford.asp	828-288-2780	Veterans Health Administration: VISN 6: VA Mid-Atlantic Health Care Network	"374 Charlotte Road
Rutherfordton, NC 28139-2916
(35.36454472200046, -81.94703761599965)"	"374 Charlotte Road
Rutherfordton, NC 28139-2916
"	35.364544722	-81.947037616
565GC	Wilmington HCC 	http://www.fayettevillenc.va.gov/locations/WilmingtonHCC.asp	910-343-5300	Veterans Health Administration: VISN 6: VA Mid-Atlantic Health Care Network	"1705 Gardner Road
Wilmington, NC 28405
(34.26829067600045, -77.91838024899965)"	"1705 Gardner Road
Wilmington, NC 28405
"	34.268290676	-77.918380249
659BY	Winston-Salem CBOC 	http://www.salisbury.va.gov/locations/Winston-Salem.asp	336-761-5300	Veterans Health Administration: VISN 6: VA Mid-Atlantic Health Care Network	"2101 Peters Creek Pkwy Market Place Mall ANNEX
Winston-Salem, NC 27127
(36.07029063900046, -80.25794078199965)"	"2101 Peters Creek Pkwy Market Place Mall ANNEX
Winston-Salem, NC 27127
"	36.070290639	-80.257940782
0317V	Charlotte Vet Center 	http://www.va.gov/directory/guide/facility.asp?id=485&r=1	704-549-8025 Or 877-927-8387	Veterans Health Administration: VISN 6: VA Mid-Atlantic Health Care Network	"2114 Ben Craig Dr
Charlotte, NC 28262
(35.32187056100048, -80.77399044399965)"	"2114 Ben Craig Dr
Charlotte, NC 28262
"	35.321870561	-80.773990444
0315V	Fayetteville Vet Center 	http://www.va.gov/directory/guide/facility.asp?id=486&r=1	910-488-6252 Or 877-927-8387	Veterans Health Administration: VISN 6: VA Mid-Atlantic Health Care Network	"4140 Ramsey St
Fayetteville, NC 28311
(35.11623349300049, -78.87994566899965)"	"4140 Ramsey St
Fayetteville, NC 28311
"	35.116233493	-78.879945669
327	Greensboro Vet Center 	http://www.va.gov/directory/guide/facility.asp?id=719&r=1	336-333-5366 Or 877-927-8387	Veterans Health Administration: VISN 6: VA Mid-Atlantic Health Care Network	"3515 Market St
Greensboro, NC 27406
(36.022823591000474, -79.78311820299967)"	"3515 Market St
Greensboro, NC 27406
"	36.022823591	-79.783118203
0319V	Greenville, NC Vet Center 	http://www.va.gov/directory/guide/facility.asp?id=720&r=1	252-355-7920 Or 877-927-8387	Veterans Health Administration: VISN 6: VA Mid-Atlantic Health Care Network	"1021 H Smith Blvd
Greenville, NC 27834
(35.61660033700048, -77.39600694199964)"	"1021 H Smith Blvd
Greenville, NC 27834
"	35.616600337	-77.396006942
343V	Jacksonville Vet Center 	http://www.va.gov/directory/guide/facility.asp?id=6134&r=1	910-577-1100 Or 910-577-1100	Veterans Health Administration: VISN 6: VA Mid-Atlantic Health Care Network	"110A Branchwood Dr
Jacksonville, NC 28546
(34.779463749000456, -77.41558979699965)"	"110A Branchwood Dr
Jacksonville, NC 28546
"	34.779463749	-77.415589797
0328V	Raleigh Vet Center 	http://www.va.gov/directory/guide/facility.asp?id=5442&r=1	919-856-4616 Or 877-927-8387	Veterans Health Administration: VISN 6: VA Mid-Atlantic Health Care Network	"1649 Old Louisburg Rd
Raleigh, NC 27604
(35.80298729800046, -78.62265580599967)"	"1649 Old Louisburg Rd
Raleigh, NC 27604
"	35.802987298	-78.622655806
318	Winston-Salem Regional Office 	http://www.va.gov/directory/guide/facility.asp?id=240&r=1	800-827-1000	Veterans Benefits Administration: Southern Area Office	"251N Main Street
Winston-Salem, NC 27155
(36.17899326900044, -80.33936835599968)"	"251N Main Street
Winston-Salem, NC 27155
"	36.178993269	-80.339368356
318	Intake Site At Camp Lejeune 	http://www.va.gov/directory/guide/facility.asp?id=5830&r=1		Veterans Benefits Administration: Southern Area Office	"Dept of VA - Benefits Delivery
Camp Lejeune, NC
(34.72570107900049, -77.34409137599965)"	"Dept of VA - Benefits Delivery
Camp Lejeune, NC
"	34.725701079	-77.344091376
318	Intake Site At Cherry Point MCAS 	http://www.va.gov/directory/guide/facility.asp?id=5831&r=1		Veterans Benefits Administration: Southern Area Office	"Camp Lejeune Dept of VA - Benefits Delivery
Camp Lejeune, NC 28547
(34.700881739000465, -77.35317822199966)"	"Camp Lejeune Dept of VA - Benefits Delivery
Camp Lejeune, NC 28547
"	34.700881739	-77.353178222
318	Intake Site At New River MCAS 	http://www.va.gov/directory/guide/facility.asp?id=5833&r=1		Veterans Benefits Administration: Southern Area Office	"Camp Lejeune Dept of VA - Benefits Delivery
Camp Lejeune, NC 28547
(34.700881739000465, -77.35317822199966)"	"Camp Lejeune Dept of VA - Benefits Delivery
Camp Lejeune, NC 28547
"	34.700881739	-77.353178222
868	New Bern National Cemetery 	http://www.cem.va.gov/CEM/cems/nchp/newbern.asp	252-637-2912	National Cemetery Administration: Atlanta Memorial Service Network	"1711 National Avenue
New Bern, NC 28560
(35.12386906500046, -77.05158844599964)"	"1711 National Avenue
New Bern, NC 28560
"	35.123869065	-77.051588446
873	Raleigh National Cemetery 	http://www.cem.va.gov/CEM/cems/nchp/raleigh.asp	252-637-2912	National Cemetery Administration: Atlanta Memorial Service Network	"501 Rock Quarry Road
Raleigh, NC 27610
(35.77479012800046, -78.62174013899966)"	"501 Rock Quarry Road
Raleigh, NC 27610
"	35.774790128	-78.621740139
876	Salisbury National Cemetery 	http://www.cem.va.gov/CEM/cems/nchp/salisbury.asp	704-636-2661	National Cemetery Administration: Atlanta Memorial Service Network	"501 Statesville Boulevard
Salisbury, NC 28144
(35.68859834000045, -80.49034202599967)"	"501 Statesville Boulevard
Salisbury, NC 28144
"	35.68859834	-80.490342026
881	Wilmington National Cemetery 	http://www.cem.va.gov/CEM/cems/nchp/wilmington.asp	910-815-4877	National Cemetery Administration: Atlanta Memorial Service Network	"2011 Market Street
Wilmington, NC 28403
(34.23746107500045, -77.92294079799967)"	"2011 Market Street
Wilmington, NC 28403
"	34.237461075	-77.922940798
